idSugestaoResposta,sugestaoResposta,comentario,IDComentarioFK,IDUsuarioFK,,,,,,,,,,,
1573,"Olá, lamentamos muito que sua experiência conosco não tenha sido satisfatória. Agradecemos por compartilhar seus pontos de vista e gostaríamos de pedir desculpas pelos contratempos que você enfrentou. Vamos analisar suas observações e trabalhar para melhorar nossos serviços. Agradecemos pela sua paciência e esperamos ter a oportunidade de recebê-la novamente no futuro.","Já foi bom, hj realmente deixa muito a desejar. Demora no atendimento, garçons mal humorados e se a menor boa vontade, sem contar com a comida gelada e a carne crua mesmo pedindo que venha ao ponto. Essa foi a última vez, depois de muitas tentativas. Não melhora nunca. Deu.",74758,13092,,,,,,,,,,,
1574,"Olá, agradeço por compartilhar sua experiência conosco. Lamentamos muito pelo ocorrido e entendemos sua frustração. Vamos reforçar a importância do atendimento ágil e atencioso com nossa equipe para evitar situações como essa no futuro. Se desejar nos dar uma nova oportunidade, ficaremos felizes em recebê-la novamente.",Fiquei esperando na mesa e ninguém veio nos atender. Chamei a atendente pessoalmente para marcar o nosso pedido e ela nem se importou. Ela só foi nos atender porque a chefe dela falou. Não volto mais.,223515,122862,,,,,,,,,,,
1575,"Olá, lamentamos muito pelo ocorrido durante sua visita ao nosso restaurante. Pedimos desculpas pela confusão causada pela informação contraditória sobre a reserva. Vamos reforçar a comunicação interna para evitar que isso aconteça novamente. Quanto ao barulho, vamos avaliar maneiras de melhorar a acústica do ambiente. Agradecemos por destacar a atenção dos nossos garçons, e esperamos ter a oportunidade de recebê-la novamente para oferecer uma experiência melhor.","Muito desorganizado. Enviei mensagem parar reservar e disseram que 4 pessoas não era necessário fazer reserva. Chegando ao local a moça que fica na porta disse que tinha que ter reserva, pois estava lotado. E quando mostrei a mensagem deles dizendo que não era necessário a reversa, a moça disse ainda que eu tinha enviado a mensagem para um perfil fake. No entanto, quando eu mostrei que a mensagem era do perfil oficial, ela ficou toda sem graça e nos colocou numa mesa. Muito barulhento. O que salva são alguns garços.",68507,52706,,,,,,,,,,,
1576,"Olá, agradecemos pelo seu feedback. Lamentamos que a sua experiência tenha sido apenas razoável. Estamos sempre buscando melhorar e valorizamos suas observações. Esperamos poder recebê-la novamente para proporcionar uma experiência ainda melhor.",Razoável,19403,16589,,,,,,,,,,,
1577,"Caro cliente, lamentamos muito pela experiência negativa que teve em nosso restaurante. Nossa equipe está empenhada em oferecer um atendimento de qualidade e eficiente. Agradecemos pelo seu feedback e vamos tomar as medidas necessárias para melhorar nosso serviço. Esperamos ter a oportunidade de recebê-lo novamente para proporcionar uma experiência positiva.",Atendimento péssimo tomei só uma cerveja com um amigo e fui embora,37444,54774,,,,,,,,,,,
1578,"Caro cliente, lamentamos pela demora no atendimento e pela informação equivocada sobre o suco de laranja. Vamos reforçar nosso treinamento para melhorar a agilidade e garantir a precisão das informações no cardápio. Agradecemos pelo seu feedback e esperamos ter a oportunidade de recebê-lo novamente para uma experiência melhor.","Demora no atendimento. O suco de laranja constava no cardapio como natural, mas não era.",160324,78922,,,,,,,,,,,
1579,"Olá, agradeço por compartilhar sua experiência conosco. Lamentamos muito pelo atendimento demorado que você enfrentou. Vamos analisar o ocorrido e trabalhar para melhorar. Agradecemos seu feedback.",Atendimento PÉSSIMO. Meia hora pra alguém vir na nossa mesa atender e depois mais de uma hora pros pedidos chegarem. Não recomendo.,54237,12888,,,,,,,,,,,
1580,"Caro cliente, lamentamos muito pelo ocorrido e pela má experiência que teve em nosso restaurante. Levamos a saúde e segurança alimentar de nossos clientes muito a sério, e estamos investigando o incidente para identificar o que pode ter causado o problema. Agradecemos seu feedback e esperamos ter a oportunidade de recebê-lo novamente para proporcionar uma experiência melhor.","No dia 13/11/2020 fui conhecer o restaurante, pois é perto de onde moro. Infelizmente um dos sushis me fez mal, o niguiri de Atum. Tive uma leve infecção alimentar. Não indico o restaurante.",116666,97501,,,,,,,,,,,
1581,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante. Agradecemos por compartilhar seu feedback conosco, pois isso nos ajuda a melhorar nossos serviços. Vamos investigar o ocorrido e tomar as medidas necessárias para garantir um atendimento de qualidade a todos os nossos clientes. Pedimos desculpas pelo inconveniente e esperamos ter a oportunidade de recebê-lo novamente para proporcionar uma experiência satisfatória.",Alimentação caríssima para um péssimo atendimento.. super mal atendido,38338,68483,,,,,,,,,,,
1582,"Olá, agradecemos pelo seu feedback. Lamentamos que nossos preços não tenham atendido às suas expectativas. Estamos sempre buscando maneiras de melhorar e oferecer uma experiência satisfatória aos nossos clientes. Esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.","Comida boa, mas preços fora do normal não recomendo",165221,8512,,,,,,,,,,,
1583,"Olá,

Lamentamos muito pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela falta de comida preparada e pela falta de garçons para servir. Vamos analisar internamente o que aconteceu para evitar que isso se repita no futuro. Agradecemos pelo seu feedback e levaremos suas críticas em consideração para melhorar nossos serviços.","Horrível.  Fizemos a reserva com mais de 30 dias de antecedência para 65 pessoas. Não tinha comida preparada, ñ tinha garçom pra servir...a cozinha só deu vexame.  Não indico pra ninguém. Aqui no Rio é muito mais organizado, até o botequim da esquina.",12830,18946,,,,,,,,,,,
1584,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso restaurante. Nós entendemos que houve falhas no atendimento e nos pedidos, e estamos empenhados em melhorar para evitar que isso aconteça novamente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de reconquistar sua confiança.","Para o atendimento ser ruim tem que melhorar muito!
Todos os pedidos saíram errados. Tem que ter paciência. Boa sorte!!",235819,131534,,,,,,,,,,,
1585,"Olá, agradeço pelo seu feedback. Lamentamos que você tenha tido uma experiência negativa em nosso restaurante. Vamos analisar suas críticas sobre o atendimento e a qualidade da comida para melhorar esses aspectos. Esperamos ter uma nova oportunidade de lhe proporcionar uma experiência melhor.",Não gostei do atendimento e a comida precisa melhorar,60572,11176,,,,,,,,,,,
1586,"Olá, agradecemos pelo seu feedback sobre o nosso restaurante. Lamentamos que tenha tido uma má experiência com o atendimento após as 22h00. Vamos analisar essa questão para melhorar nosso serviço. Quanto ao pedido para dividir mesas, entendemos que pode ser inconveniente e vamos rever essa prática. Agradecemos por compartilhar sua opinião e esperamos poder recebê-la novamente em breve para uma experiência melhor.","Se chegares cedo tens varios garçons disponíveis, a partir das 22h00, o atendimento deixa a desejar,  te pedem pra dividir mesas,  um horror...",52196,38003,,,,,,,,,,,
1587,"Olá, agradecemos pelo seu feedback sobre a qualidade do peixe. Lamentamos que a sua experiência não tenha sido satisfatória. Vamos revisar os nossos processos para garantir que isso não aconteça novamente.",O peixe estava muito ruim.,138893,48679,,,,,,,,,,,
1588,"Caro cliente, lamentamos que você tenha tido essa impressão sobre nosso restaurante. Agradecemos seu feedback e levaremos em consideração suas observações para melhorar nossos serviços. Estamos sempre buscando oferecer experiências gastronômicas de qualidade a preços justos. Quanto aos doces, vamos revisar nosso cardápio para oferecer opções mais especiais. Quanto ao atendimento, treinaremos nossa equipe para garantir uma experiência mais satisfatória. Agradecemos novamente por compartilhar sua opinião.","Estupidamente caro.
Doces sem nada de especial.
Atendimento razoável.",142024,22363,,,,,,,,,,,
1589,"Caro cliente, lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela demora na entrega da pizza e pelo fato de ela ter chegado fria e com as bordas queimadas. Vamos investigar o ocorrido e tomar medidas para garantir que isso não se repita. Agradecemos por compartilhar sua opinião e esperamos ter a oportunidade de reconquistar sua confiança.","Quase 3 horas esperando uma pizza que além de chegar fria veio com as bordas queimadas.
Experiência horrível",138648,96167,,,,,,,,,,,
1590,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pelo ocorrido e entendemos sua frustração. Vamos rever nossos processos internos para garantir que isso não aconteça novamente. Pedimos desculpas pelo inconveniente causado.",Faltou o tambaqui simplesmente não veio ,204392,112258,,,,,,,,,,,
1591,"Olá, 

Agradecemos pelo seu feedback sobre a sua experiência em nosso restaurante. Lamentamos muito pelo ocorrido em relação à falta de café, leite e achocolatado prontos, assim como a demora no atendimento. 

Entendemos que isso pode ter causado uma má impressão e queremos nos desculpar por qualquer inconveniente causado. Vamos levar suas observações em consideração para melhorar nossos serviços e garantir que isso não ocorra novamente. 

Quanto às expectativas geradas pelas fotos do nosso espaço no Instagram, entendemos que pode ter sido frustrante. Faremos o possível para garantir que as imagens reflitam com maior precisão a experiência real em nosso restaurante. 

Agradecemos novamente pelo seu feedback e esperamos ter a oportunidade de recebê-la novamente em nosso estabelecimento.","Cheguei por volta de 14:45. Estavam sem café, leite e achocolatado prontos. Itens que estavam na comanda estavam em falta. Atendimento meio lento. Tinha grande expectativa pelas fotos do instagram do espaço, mas foi meio frustante. O valor é moderado.",105944,42177,,,,,,,,,,,
1592,"Olá, agradecemos pelo seu feedback e lamentamos muito pelo atendimento que você recebeu. Vamos investigar o ocorrido e tomar as medidas necessárias para melhorar nossa organização e atendimento. A sua opinião é muito importante para nós.","Atendimento péssimo, sem organização total com as pessoas.",58227,20004,,,,,,,,,,,
1593,"Olá, agradecemos pelo seu feedback sobre os salgadinhos. Lamentamos que eles não tenham atendido às suas expectativas em termos de sabor e preço. Vamos levar suas críticas em consideração para melhorar a qualidade dos nossos produtos. Esperamos que nos dê uma nova chance no futuro.",Os salgadinhos são absurdamente caros e ruins. Me arrependi amargamente.,38901,14641,,,,,,,,,,,
1594,"Prezada cliente, lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Nossa equipe já está trabalhando para resolver os problemas de higiene mencionados e garantir que isso não ocorra novamente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de oferecer uma experiência melhor no futuro.","Cheio de baratas, imundo, nojento",139993,108382,,,,,,,,,,,
1595,"Olá, lamentamos muito pela experiência negativa que teve em nosso restaurante. Pedimos desculpas pela demora e pelo erro no seu pedido. Vamos revisar nossos processos para evitar que isso aconteça novamente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de lhe proporcionar uma experiência melhor no futuro.","Muito ruim, péssimo.. além da demora ainda,esquecem o de levar todo o pedido",175526,96396,,,,,,,,,,,
1596,"Caro cliente, lamentamos muito pela experiência negativa que teve em nosso restaurante. Pedimos desculpas pela demora e por terem esquecido parte do seu pedido. Vamos analisar internamente o que aconteceu para evitar que isso se repita. Agradecemos por nos informar e esperamos ter a oportunidade de oferecer uma experiência melhor no futuro.","Muito ruim, péssimo.. além da demora ainda,esquecem o de levar todo o pedido",175526,96396,,,,,,,,,,,
1597,"Olá, agradecemos pelo seu feedback. Lamentamos que o sabor da comida não tenha atendido às suas expectativas. Vamos revisar nossos processos para melhorar essa questão. Agradecemos por nos informar.","Atendimento até que bom, mas o q é importante, sabor da comida .... Faltou",128212,103145,,,,,,,,,,,
1598,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pelo refrigerante ter chegado quente e pelo entregador não ter utilizado máscara. Vamos investigar o ocorrido internamente e tomar as devidas providências para que isso não se repita. Agradecemos por nos alertar sobre esses pontos e esperamos ter a oportunidade de melhor atendê-lo no futuro.",O Refrigerante chegou super quente e o entregador veio sem máscara ,204035,111955,,,,,,,,,,,
1599,"Olá, lamentamos que você tenha tido uma má experiência em nosso restaurante. Estamos trabalhando para melhorar nossos protocolos e garantir a segurança de todos os nossos clientes. Agradecemos seu feedback e esperamos ter a oportunidade de recebê-lo novamente em breve.","Muita gente, sem protocolo. Eu não queria arriscar.",121559,63576,,,,,,,,,,,
1600,"Prezada cliente, 

Agradecemos por compartilhar seu feedback sobre nosso restaurante. Lamentamos sinceramente pela experiência negativa que teve em relação ao atendimento dos nossos colaboradores. 

Valorizamos muito a satisfação de nossos clientes e levamos suas observações a sério. Estamos trabalhando para melhorar a qualidade do atendimento e garantir que todos os clientes sejam recebidos de forma cordial e atenciosa. 

Esperamos ter a oportunidade de recebê-la novamente em nosso estabelecimento e proporcionar-lhe uma experiência mais positiva. 

Atenciosamente, 
A proprietária do restaurante",Atendentes displiscentes.,50029,57292,,,,,,,,,,,
1601,"Prezada cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos sinceramente que nosso atendente tenha sido um pouco rude durante sua visita. Levamos sua observação muito a sério e iremos reforçar a importância do atendimento cordial com nossa equipe. Esperamos ter a oportunidade de recebê-la novamente e superar suas expectativas. Obrigada pelo seu feedback.","Local super agradável, atendente um pouco rude. Não superou minhas expectativas.",150474,106572,,,,,,,,,,,
1602,Agradecemos pelo seu feedback e lamentamos que a sua experiência com a nossa cozinha não tenha sido satisfatória. Levaremos suas críticas em consideração para melhorar a qualidade dos nossos pratos e garantir que eles estejam de acordo com a autenticidade da cozinha lusitana. Esperamos ter a oportunidade de recebê-lo novamente no futuro para mostrar as melhorias que implementamos.,"Muito bem instalado, serviço atencioso, mas a cozinha é decepcionante. Bacalhau excessivamente dessalgado, acompanhamento insosso e sobremesas distantes dos renomados doces conventuais de Portugal. Uma decepção para os apreciadores da cozinha lusitana. Podendo evitar, é melhor.",218272,112793,,,,,,,,,,,
1603,Olá! Agradecemos pelo seu feedback. Lamentamos que você não tenha gostado da nossa pizza. Vamos analisar seu comentário para melhorar a qualidade dos nossos pratos. Esperamos que você nos dê uma nova chance no futuro. Obrigada!,Pizza n é gostosa,106319,16484,,,,,,,,,,,
1604,"Olá, agradecemos pelo seu feedback. Sentimos muito pela má impressão causada pelo atendimento e pela comida feita às pressas. Vamos revisar nossos processos internos para melhorar esses pontos. Agradecemos por nos ajudar a identificar áreas em que podemos melhorar.","Atendimento ruim
Comida feita às pressas - pirarucu com pitiú",200312,92560,,,,,,,,,,,
1605,"Olá, agradecemos pelo seu feedback sobre o nosso atendimento via telefone e a qualidade das pizzas e esfihas. Lamentamos muito por qualquer inconveniente causado. Levamos suas observações a sério e iremos revisar nossos processos para melhorar a experiência dos nossos clientes. Pedimos desculpas pelo ocorrido e esperamos ter a oportunidade de reconquistar sua confiança no futuro.","Sempre peço por delivery, mas o atendimento via telefone é péssimo. Uma vez tentei ligar não consegui de jeito nenhum. Mas os Manauaras que me desculpem, acho que o péssimo atendimento é uma cultura dessa cidade, praticamente todos os colegas que vieram morar aqui relatam isso e de fato é raro uma pessoa que te atenda direito nesse lugar. Quando comecei a ser cliente as pizzas e esfihas eram ótimas mas de uns 3 pedidos pra cá, só Jesus na causa. Acho que mudaram a direção dessa pizzaria. Desinstalei o aplicativo, não pretendo mais comparar com eles. Minha vizinha tbm disse a mesma coisa, que a qualidade caiu. Ontem pedi esfihas e vieram meio queimadas, a de portuguesa estava com aparência de uma semana na geladeira. Não vou ficar jogando meu dinheiro fora, essa não é a única pizzaria dessa cidade.",32064,59259,,,,,,,,,,,
1606,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos muito pelo inconveniente causado pela demora e confusão na saída do restaurante. Vamos analisar essa questão para melhorar nosso serviço. Agradecemos seu feedback e esperamos poder recebê-la novamente em breve.","A música é legal , mas toda vez pra sair de lá é igual um parto , meu deus , que confusão e demora . Muito chato isso",104505,74483,,,,,,,,,,,
1607,"Olá, 
Agradecemos por compartilhar sua experiência conosco. Lamentamos que sua visita não tenha sido satisfatória. Gostaríamos de entender melhor os pontos negativos mencionados para melhorar nosso serviço. Se possível, poderia nos fornecer mais detalhes sobre sua experiência? Agradecemos seu feedback.",Só  bebendo mesmo,29529,48751,,,,,,,,,,,
1608,"Olá,

Lamentamos muito pela má experiência que você teve em nosso restaurante. Pedimos desculpas pelo ocorrido e entendemos como essas situações podem ser frustrantes. Vamos investigar o que aconteceu para que possamos melhorar nosso atendimento. Agradecemos por nos informar sobre o comportamento cortês do Leo e vamos reconhecer seu profissionalismo. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência positiva.

Atenciosamente,
A equipe do restaurante","Ao chegar no restaurante com meu namorado, passamos pelo gerente ( Belo), o qual nós viu sentar e ninguém foi nos atender, imediato a isso um outro casal chegou, sentando na mesa ao a nossa, e foi prontamente atendido pelo gerente(Belo), onde foi ofertado inclusive o cardápio fisico. Após 20 min de espera, chamamos o garçom, e quando solicitei o cardápio ela disse que não tinha era apenas virtual....

Infelizmente, fico decepcionada pelos acontecimentos, pois imagino qual o critério para ser cliente deste lugar.
Me senti constrangida e recriminada por todos ....
O único funcionário que agiu com cortesia, ao ver a situação/ constrangimento que estávamos passando foi o (Leo).",63707,63810,,,,,,,,,,,
1609,Agradecemos pelo seu feedback. Lamentamos que a sua experiência não tenha sido como esperado. Estamos sempre em busca de melhorias e levaremos em consideração suas observações para oferecer um serviço ainda melhor. Esperamos ter a oportunidade de recebê-la novamente e surpreendê-la positivamente.,Já foi melhor,65250,42622,,,,,,,,,,,
1610,"Prezada cliente, lamentamos muito pela experiência negativa que teve em nosso restaurante. Agradecemos por compartilhar seu feedback, pois é através dele que podemos melhorar nossos serviços.",Péssimo!,200719,91912,,,,,,,,,,,
1611,"Olá, agradecemos por compartilhar sua experiência conosco. Lamentamos que a qualidade das batatas fritas não tenha atendido às suas expectativas. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Agradecemos pelo seu feedback e esperamos ter a oportunidade de melhor atendê-lo no futuro.","Batatinha frita veio muito oleosa e murcha, não vale a pena pedir. ",205181,111392,,,,,,,,,,,
1612,"Olá, lamentamos muito pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela demora na entrega da comida e pela falta de atenção dos nossos atendentes em relação ao seu pedido de bebida. Levaremos suas críticas em consideração para melhorar nossos serviços. Agradecemos por compartilhar sua opinião conosco.",Péssimo atendimento. Esperei 1h a comida chegar a mesa. Atendentes ignoravem pedido de bebida. Não recomendo.,141420,58055,,,,,,,,,,,
1613,"Olá, lamento muito pela experiência negativa que você teve com nosso serviço de delivery. Pedimos desculpas pelo cabelo encontrado em sua comida, isso não deveria ter acontecido de forma alguma. Vamos investigar o ocorrido e tomar as medidas necessárias para garantir que isso não se repita. Agradecemos por nos informar sobre isso e esperamos ter a oportunidade de atendê-lo novamente no futuro, para que possamos oferecer uma experiência melhor.",A comida veio com cabelo,235429,111913,,,,,,,,,,,
1614,"Olá, agradeço por compartilhar sua experiência conosco. Lamentamos muito pelos problemas com a validade dos produtos e pela falta de variedade na pizza que você pediu. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Agradecemos seu feedback e esperamos ter a oportunidade de recebê-la novamente para oferecer uma experiência melhor.","Todas as vezes que fui a cachaçaria tive problemas com a validade dos produtos, num simples catchup de sachê que fomos olhar a validade percebemos que já estava fora da validade. A pizza é o básico do básico. Pedi a pizza tradicional e veio somente",216653,120528,,,,,,,,,,,
1615,Agradecemos por compartilhar sua experiência conosco. Lamentamos pelo inconveniente causado com o yakissoba entregue. Vamos revisar nossos processos para garantir que isso não aconteça novamente. Pedimos desculpas pela falta de identificação na embalagem. Agradecemos seu feedback e esperamos ter a oportunidade de atendê-lo melhor no futuro.,o yakissoba veio na metade da caixinha. super frio e sem nenhuma identificação ,203548,112127,,,,,,,,,,,
1616,"Olá, agradecemos pelo seu feedback. Lamentamos se você teve uma má impressão em relação ao nosso restaurante. Gostaríamos de esclarecer que empregamos funcionários em nosso estabelecimento. Pedimos desculpas se houve algum mal-entendido ou se houve alguma situação que tenha causado essa percepção. Agradecemos por nos informar e vamos verificar internamente para garantir que todos os nossos funcionários sejam visíveis e atendam às necessidades dos nossos clientes. Esperamos ter a oportunidade de recebê-la novamente e proporcionar uma experiência positiva.",Eles não empregam ninguém,126943,110956,,,,,,,,,,,
1617,"Caro cliente, lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela falta de preparo dos itens que você solicitou. Estamos analisando internamente para melhorar nossos processos e garantir que isso não se repita. Agradecemos pelo seu feedback e esperamos ter a oportunidade de recebê-lo novamente para uma experiência mais satisfatória.",Tudo q pedíamos n estava pronto ou n ia ter,130765,89619,,,,,,,,,,,
1618,"Caro cliente, agradecemos pelo seu feedback. Lamentamos que a apresentação do nosso latte não tenha correspondido às suas expectativas. Vamos revisar nossos procedimentos para garantir que isso não aconteça novamente. Agradecemos por nos informar e esperamos ter a oportunidade de recebê-lo novamente em breve.","A comida era boa, mas fomos principalmente para o café. O 'Latte' era servido em um copo de cerveja e não tinha muito a ver com esse nome.",160285,91120,,,,,,,,,,,
1619,Agradecemos por compartilhar sua experiência conosco. Lamentamos muito pelo ocorrido com a sua pizza e entendemos como isso pode ter sido frustrante para você. Vamos revisar nossos processos internos para garantir que isso não aconteça novamente. Pedimos desculpas pelo transtorno causado e esperamos ter a oportunidade de oferecer uma experiência melhor no futuro.,"pizza chegou lacrada. Mas estava revirada, todo o recheio caiu para um lado. A caixa estava pesada de um só lado. Abrindo estava tudo revirado. Motoqueiro parece ter participado de uma corrida de motocross, pois todos os ingredientes dos dois sabores vieram misturados.",204442,112160,,,,,,,,,,,
1620,"Prezada cliente,

Lamentamos profundamente pelo ocorrido durante sua visita ao nosso restaurante. Reconhecemos que houve uma situação de discriminação em relação ao seu sobrinho, o que vai contra os nossos princípios de inclusão e respeito. Vamos tomar medidas imediatas para garantir que isso não aconteça novamente no futuro.

Pedimos desculpas também pela forma como a moça que estava vendendo flores foi tratada. Não há justificativa para uma atitude rude e desrespeitosa por parte do nosso gerente. Vamos abordar essa questão internamente e garantir que todos os membros da equipe sejam mais empáticos e cordiais.

Agradecemos por compartilhar sua experiência conosco e por nos dar a oportunidade de melhorar. Esperamos que, no futuro, possamos reconquistar sua confiança e proporcionar uma experiência positiva a você e sua família.

Atenciosamente,
A equipe do restaurante","Ontem era para ser uma noite descontraída e feliz com as crianças! Porém o meu sobrinho sofreu discriminação neste recinto, por haver uma comorbidade! Uma criança, isso nos deixou indignada, pois já que pregam tanto uma política de inclusão e são os primeiros a fazer esse tipo de tratativa.
O Sr. Gerente deveria fazer uma reciclagem de atendimento ao cliente, pois a atitude dele com o meu sobrinho só mostrou o quanto vivemos  uma sociedade preconceituosa.
O constrangimento e frustração que a criança sentiu neste ambiente não recomendo a ninguém!
Houve uma outra situação que o mesmo tratou super mau, uma moça que estava vendendo flores, ela só queria ganhar o suado dinheiro dela. Não havia necessidade de expulsa-lá da pizzaria. Da forma grossa e tosca!
Espero que o mesmo reveja suas atitudes e seja mais empático com as pessoas.",134160,110089,,,,,,,,,,,
1621,"Olá, agradeço por compartilhar sua experiência no Kalena. Lamentamos que você tenha tido uma má impressão do nosso atendimento e do pão de queijo. Vamos levar em consideração seus comentários para melhorar esses aspectos. Esperamos ter a oportunidade de recebê-la novamente e oferecer uma experiência melhor.","Fui no Kalena porque me recomendaram o pão de queijo e falaram que o café era o melhor, tudo começou ruim pelo atendimento, fui mal atendido, a pessoa que faz o café super mal humorada, pedi o pão de queijo, mas não gostei, super gorduroso.",210821,116733,,,,,,,,,,,
1622,"Caro cliente, lamentamos profundamente pela má experiência que você teve em nosso estabelecimento. Pedimos desculpas pelas informações incorretas fornecidas por telefone e pela situação desagradável na doceira. Vamos tomar medidas para garantir que isso não aconteça novamente. Agradecemos por compartilhar seu feedback e faremos o possível para melhorar nosso serviço.","Me deram informações erradas por telefone, visitei a doceira não só não tinha mas a moça tentou me convencer que o que estavam vendendo era o que eu tinha pedido! Serviço péssimo!",142023,88794,,,,,,,,,,,
1623,"Olá, agradecemos pelo seu feedback. Sentimos muito pela demora no atendimento durante o rodízio. Vamos trabalhar para melhorar esse aspecto. Lamentamos não ter correspondido às suas expectativas e esperamos ter a oportunidade de recebê-la novamente para uma experiência melhor.","Poderiam melhorar o atendimento.
Demora muito grande para o rodízio.
Não indico",106346,70269,,,,,,,,,,,
1624,"Olá, agradecemos pelo seu feedback. Lamentamos que a experiência não tenha sido satisfatória para você. Vamos levar em consideração suas observações sobre a massa e o recheio para melhorar a qualidade dos nossos pratos. Esperamos ter a oportunidade de recebê-la novamente no futuro.","Nada de diferente. Como todas as outras pizzarias de rodízio, massa extremamente fina e bastante queimada. Recheio simples. Não volto.",158206,93452,,,,,,,,,,,
1625,"Caro cliente, lamentamos profundamente pela experiência negativa que você teve em nosso restaurante. Pedimos desculpas pela falta de carne em seu prato e pela aglomeração e barulho que você presenciou durante sua visita. Também sentimos muito pelo incidente com os copos de vidro e o corte que você sofreu. Vamos tomar medidas imediatas para melhorar a segurança e evitar acidentes desse tipo. Quanto ao sushi de carne, vamos revisar nossos processos para garantir que todas as peças estejam devidamente preparadas. Agradecemos seu feedback e vamos trabalhar para garantir que isso não se repita.","Uma mer@*, não vem carne, aglomeração, barulho pra caral@*$, derrubaram copos de vidro no chão e me cortaram, derrubaram carne na mesa e tacaram no prato. Sushi de carne,estavam cruas algumas, resumindo, uma bosta.",205860,118232,,,,,,,,,,,
1626,"Caro cliente, agradecemos por compartilhar sua opinião sobre nosso serviço de delivery. Lamentamos muito pela falta de atenção que você percebeu. Vamos avaliar internamente para melhorar nosso atendimento e garantir uma experiência mais satisfatória para todos. Agradecemos pela sua compreensão.",Falta atenção no serviço do delivery,103766,67707,,,,,,,,,,,
1627,"Caro cliente, agradecemos por compartilhar sua experiência conosco. Lamentamos sinceramente pelo tempo de espera e pela falta de atenção que você recebeu durante sua visita. Levaremos suas observações em consideração para melhorar nossos serviços. Pedimos desculpas por qualquer inconveniente causado e esperamos ter a oportunidade de recebê-lo novamente em nosso restaurante.",O local é bem localizado mas falha e muito no atendimento. Pedi uma tapioca simples que demorou 30 min. Sem explicação pois o local estava vazio e sem contar com os pedidos de pessoas que chegaram depois e tomaram minha frente. Falta de respeito. Garçonetes preocupadas mais com as redes sociais em seus celulares do que com os clientes.,130737,24574,,,,,,,,,,,
1628,"Caro cliente, lamentamos profundamente saber que você teve uma experiência negativa em nosso restaurante. Agradecemos por compartilhar seu feedback conosco e gostaríamos de saber mais detalhes sobre o que aconteceu para que possamos melhorar.","O lugar já foi bom, hoje não mais!",74829,34333,,,,,,,,,,,
1629,"Caro cliente, lamentamos muito pela experiência negativa que teve em nosso restaurante. Pedimos desculpas pelo salgado frio e solado, assim como pelo bolo com a massa pesada. Vamos analisar essas questões com nossa equipe de cozinha para garantir que não se repitam. Quanto à atendente, iremos reforçar a capacitação da equipe para que todos estejam familiarizados com o cardápio. Agradecemos por compartilhar sua opinião e esperamos ter a oportunidade de oferecer uma experiência melhor em sua próxima visita.",Não gostei salgado frio e solado....bolo com a massa pesada ....a atendente não sabia o que era um misto barbado.,189257,92460,,,,,,,,,,,
1630,"Olá, agradecemos pelo seu feedback. Lamentamos que a sua experiência com o nosso bolo de chocolate não tenha sido excepcional. Vamos levar em consideração o seu comentário sobre a massa e trabalhar para melhorar a qualidade dos nossos bolos. Agradecemos por nos informar e esperamos ter a oportunidade de surpreendê-lo positivamente em uma próxima visita.","Nada de extraordinário. Acompanho nas redes sociais confesso que pela beleza dos doces sempre tive vontade de conhecer. Arrisquei no básico, bolo de chocolate, e acabei encontrando um bolo com uma massa básica mesmo que encontraria em qualquer padaria, uma pena. A cobertura excelente mas se quisesse somente cobertura eu ficaria no brigadeiro.",141953,24574,,,,,,,,,,,
1631,"Olá, agradecemos pelo seu feedback. Lamentamos que você não tenha tido uma boa experiência em nosso restaurante. Vamos analisar suas críticas e trabalhar para melhorar o atendimento e a qualidade do cardápio. Obrigada por compartilhar sua opinião.","Não gostei do atendimento, deixaram muito a desejar. Cardápio também não estava bom, a pizza estavam queimadas e não há muita variedade.",95190,67578,,,,,,,,,,,
1632,"Olá, lamento muito pela experiência negativa que teve no nosso restaurante. Agradeço por compartilhar seu feedback conosco. Vamos trabalhar para melhorar o atendimento e a agilidade na entrega dos pedidos. Espero que nos dê uma nova oportunidade no futuro.","Péssimo serviço, uma pessoa para atender, demora demais o nosso pedido e ainda vem frio. Não recomendo!!",146542,102559,,,,,,,,,,,
