IDComentario,comentario
95127,"Ambiente agradável, atendimento bom, porém não há variedade de sabores de pizzas nem petiscos e poucos atendentes, o que faz tudo demorar pra chegar ou acabar antes de chegar na sua mesa."
95129,"Atendimento bom .
Mais o serviço muito ruim ficamos esperando pra comer e demora muito ..
Não e legal"
95164,"Péssima experiência... fiz reserva com antecedência.. e no dia simplesmente não havia reserva alguma por erro deles !
Quanto ao atendimento garçons.. razoável sendo que no anúncio diz pizza , massa , batata frita, frango a passarinho .. no entanto só nos serviram  pizza e 01 tipo de massa e a panelinha Goiânia, refrigerante ??? Só no início... comprei no lanche em frente quando  sai, pois mesmo eu pedindo ao garçom não foi servido!"
95165,"Atendimento ótimo já a pizza ruim"
95190,"Não gostei do atendimento, deixaram muito a desejar. Cardápio também não estava bom, a pizza estavam queimadas e não há muita variedade."
95225,"Falta de variedade no rodízio e vende sabores com insumos errados carne seca com carne moída a uma grande diferença entre eles"
95234,"Comida crua, material de péssima qualidade, parece que o cozinheiro é  inexperiente."
95250,"Local e músicas muito bom, super bem atendida mas a pizza é muito ruim. Por favor melhorem  a qualidade da pizza"
95265,"Pizzas não é de boa qualidade"
95269,"O começo foi bom o atendimento, mas quando estava quase para fechar o garçom foi com maior grosseria saber se ainda queríamos pizza,pois estávamos em roda de amigos, então ele trouxe a pizza, e quando fui comer estava cheio de cabelo a pizza. Horrível ,a massa totalmente crua. Foi a primeira vez que fui e última ."
95274,"Comida não muito boa, porém, a bastante diversificação"
95318,"Péssimo. Massa da pizza horrível. De verdade... Fui por indicação e me decepcionei!"
95320,"Pior rodízio que já fui. Atendimento de última qualidade, poucas para atender os clientes. A massa da pizza estava crua e o frango pitiu."
95342,"Fui a Confra Gastrobar com o objetivo de participar do rodizio que eles oferecem de vários tipos de comida, chegando la ja não gostei do fato de ter um senhor muito grosso na entrada entregando uma espécie de ficha de rodizio algo gigante que particularmente eu nao vejo necessidade de algo daquele tipo enfim, cheguei na mesa e logo de cara fui BOMBARDEADO pelos garçons do local não me dando tempo nem ao menos de escolher qual opção eu preferia, porque todos vinham ao mesmo tempo... falta de organização e de educação com o cliente também, e a pior parte de tudo era a comida, pizza com a massa horrível e sem queijo, massas frias, frango muito oleoso, panelinhas com sabor extranho, definitivamente o sabor dos alimentos deixam muito a desejar, talvez falte um cheff de cozinha no local. Não recomendo o restaurante Confra Gastrobar e também nao retornaria. Péssima experiência, darei 2 Estrelas por que o Ambiente é bem decorado e climatizado porém o principal não atendeu minhas expectativas. Obrigado."
95369,"Falta de gás em pleno feriado, não dá!
É preciso melhorar muito a administração do estabelecimento."
95382,"Pior rodízio que já fui. Massa da pizza parece crua. Ingredientes de péssima qualidade. Pão de alho murcho, nem assado era. Frango à passarinho pitiú e meio cru. Tudo ruim!"
95387,"Massa das pizzas queimadas e massa muito dura sem saber nenhum nao gostei de nada desculpe"
95425,Desorganizado
95434,"Horrível! Fui no rodízio com a família no aniversário da minha irmã e foi a pior opção. Colocaram a gente do lado de fora e nunca serviam lá só as pessoas que estavam dentro a gente foi pra casa morrendo de sede pq nem água serviram. A pior noite da minha vida. Acabaram com o aniversário da minha irmã."
95532,"As massas são mais ou menos, a pizza é gostosa, mas o atendimento é terrível."
95593,"Não gostei do chope
Mas a cerveja estava ótima."
95686,"Atendimento pós pedido muito demorado"
95717,"Faltou tempero. Coxinha pequena e com gosto de comida de doente. Moqueca de pirarucu sem tempero e porção mizeravi.  Ambiente bonito e ótimo atendimento."
95728,"Achei o cardápio muito vago."
95731,"Muito caro para o que oferece. Pão de queijo estava ruim, Frappe com gosto de iogurte, torta alemã mais parecendo um doce de caixinha qualquer.
Não valeu a experiência e não recomendo"
95777,"Experiência desagradável,  pior Croissant que comi na vida, gelado e duro."
95799,"Atendimento demorado, falta de opções no cardápio não avisadas no início do pedido, comida chegando fora de ordem da mesa
Suco de 10 reais= tang
Pão de queijo = de ontem (dor de barriga)
Custo benefício = 0"
95800,"HORRÍVEL

Falta tudo. Não tem caboquinho e um monte de salgados que constam no cardápio. O suco é obviamente feito de refresco. Foi uma das experiências mais lamentáveis que eu já tive pelo preço que eles cobram. Atendimento demorado, obviamente dois garçons não suportam atender o restaurante todo. Fui uma única vez, agr não volto nunca mais!!

P.S.: O frappé e o queijo quente (claramente foi feito horas atrás) estavam ok, nada mais"
95929,"Bancos desconfortáveis, o sanduíche que pedi muito duro"
95962,"Ambiente bom, mas o café ficou muito a desejar."
95997,"O lugar é bem bonito, decoração bem feita. O cardápio ficou a desejar e os preços não fazem jus ao que é oferecido. Você paga caro para coisas tão simples. O nome realmente é sugestivo, voltei pra comer em casa."
101905,"Não gostei do prato que pedi. Achava que ia ficar satisfeita com meu pedido! Até porquê o local fica ao lado do mercado do peixe, esperava um peixe fresquinho e não um peixe moído!"
101994,"Pessimo. Se pedir peixe assado, pode esperar 1 hora. Ao menos poderiam avisar da demora. Reclamei e a responsável ainda achou ruim, inventou horário e ficou reclamando. Deviam ser mais  verdadeiros e avisar que demoram. Além do mais, nada de  mais na comida, igual a qualquer lugar mais ou menos de Manaus. Eu não volto mais."
101996,"Pedi uma tapioca de castanha com queijo, demorou uns 30 minutos aí pedi para viagem,quando abri a tapioca veio com banana e tucumã e não vi castanha no recheio. Voltei lá para trocar e falaram que a castanha ficava na massa e perguntaram se eu não podia tirar o recheio que eu não gostava . Mas o problema maior não foi esse, a mulher tocou na tapioca 3 vezes com a mão e queria e não me ofereceu outra
Além da massa estar super seca a falta de jeito em lidar com a situação"
101997,"ALÉM DOS AMBULANTES E OS MENDIGOS QUE FICAM PASSANDO O TEMPO TODO PEDINDO DINHEIRO, AINDA TEM OS GATOS DE RUA QUE SOBEM NA MESA DA COZINHA E MORDEM OS PEIXES E A PEIXARIA SERVE O PEIXE MESMO MORDIDO POR GATOS"
102008,"Muito ambulante e sem segurança para retirá-los. Inclusive usando se está comendo."
102031,"Fomos mal atendidos pelo dono."
102077,"Fomos tomar café da manhã, o pedido demorou e quando veio o pão estava frio."
102154,"Realmente fiquei muito  decepcionada fiz um pedido por telefone,  perguntei se os salgados  eram de tamanho médio! A moça  disse que sim, e não era.
Conclusão HORRÍVEL  veio todo misturado tipo um colado no outro, fui pelo nome Coixinha Exercultiva. Vinheram todos juntos e misturado porque era quatro saberes. Enfim salgado do tamanho de um olho de peixe  de tão  pequeno que era,  salgado é tão  frito que estava mais para queimados, paguei e joguei no lixo. EU REALMENTE NÃO  INDICO PARA NINGUÉM."
102155,"Proprietarios e Funcionarios abusam da má indole com entregadores de Delivery, Solicitam a corrida e ao motoboy chegar no local alteram pra só ida, ou fazem uma nova solicitação pro preço sair mais em conta, por 3x fui a esse estabelecimento e as 3x aconteceu isso, falta de respeito com o motoboy/entregador, hoje vcs passam os motoboys pra trás, amanha pode ter certeza que e vocês que vão esta atrás..."
102194,"É um lugar que estimula ao vício e consequentemente, famílias são destruídas por conta do alcoolismo."
102209,"Carne com gosto de velha, pimenta terrívelmente forte, garçom não avisou sobre a pimenta, chopp demora para ser servido."
102232,"Comida péssima atendimento nota 10 mais a comida fiz  a reclamação pro gerente ele disse ia ver aí eu continuei comendo um carne parece uma sola"
102249,"Não tive boa experiência hoje… a comida tava muito ruim, não tava bem cocida e a carne muito salgada ? única coisa boa foi o suco ."
102315,"Como a gente faz para ser atendido ???

Ambiente agradável e esse tipo de atendimento ???? Cadê o dono ?????"
102320,"Ja foi melhor... garson despreparado.
Não leva o chopp numa bandeja e sim com a mão entrelaçada no copo.
Metade colarinho metade chopp e pior, quente.
Dedé já foi melhor"
102323,"Ambiente agradável, nós gostamos muito do joelho de porco. No entanto, as últimas visitas tem sido terríveis: atendimento demorado, mesas sujas, porções cada vez menores e os preços altos. O que mais afetou a nota dada foi a falta de consideração com o cliente em relação ao atendimento horrível."
102330,"Self service com taxa de 10%, nunca vi isso.
Chopp quente e de péssima qualidade. Música com volume exagerado, chegando a incomodar. No final, veio dois sucos na conta, e não pedimos nenhum suco. Todas as vezes vem algo a mais na conta. Não da para confiar. Tentam enganar. Não volto mais e não recomendo a ninguém."
102376,"Sentamos ficamos um tempao la e nimguem foi la nos atender"
102578,"Tudo o olho da cara, um absurdo ?"
102622,"Acabei de sair do local por não  ser atendido.
Decepção  total ....
Serviço decaiu muito,
REALMENTE NÃO RECOMENDO ( SERVIÇO ESTÁ  PADRÃO  MANAUS)"
102635,"Nao gostei do atendemento pq quando chegar no final do atendemento sempre tem uma supresa com a conta"
102642,"Atendimento ruim"
102657,"A única comida que presta é a carne de sol, a picanha e costelinhas quebra o galho o resto é melhor não pedir.

Franguinho? Kkkk.... Nunca peça esse."
102678,"Péssimo atendimento"
102695,"Achei que dessa vez  as porções  dos pratos vieram bem pequenas... até  comentei  mas de nada adiantou... triste mas irei pensar se ainda volto para jantar no lugar"
102711,"A refeição veio queimada!"
102731,"Não fui lá!"
102781,"Cerveja Boa boa e gelada. Atendimento bom também mas a comida tem que melhorar muito. O torresmo não é de barriga e vem bem com gosto de peixe."
102813,"Preços abusivos e pessimo atendimento"
102816,"Demora no atendimento, e a picanha estava  muito dura."
102856,"Fui la com meu filho , pedi um chopp me trouxeram  outro,  pedi entrada , nao veio , meu filho pediu um sanduiche , adivinhe ?! Nao veio , demorou demaaaaaais , la em cima onde estava tinha apenas mais duas mesas ocupadas , foi ruim ?!! Que nada , paguei  em especie e não me deram o troco , fui embora feliz que só!?#@%@%&**$&#^,  sai dai e fui la no espetinho vieiralves , lá  foi bom ."
102998,"Péssima.
Mudaram o valor do chopp pq não quis pagar a porcentagem do garçom...o q não é obrigatório."
103089,"Na hora do almoço tem opção de self service porém eles adicionam uma taxa de serviço mesmo nao usando o atendimento, 3  vezes que fui almoçar la, pedi para retirarem a taxa , mas a caixa concorda faz cara feia e te entrega a nota com a taxa, e necessário pedir a segunda vez e ela diz que recebe esse dinheiro, que e uma boa ação a contribuição, ai é necessário insistir pedindo que eles tirem pela terceira vez, ai entao que eles realmente retiram a taxa, com expressão de raiva. Aconteceu todas as vezes que almocei la. Sempre é um constrangimento. Sempre é necessário insistir. La tem boa opção de comida mas evito ao maximo em ir. Fui a quarta vez hoje e la estava a taxa novamente mesmo pedindo para retirar, nao quis nem me estressar dessa vez e acabei pagando. Mesmo com vontade de comer a comida de la nunca mais volto ao local!!!"
103101,"Tranquilo ambiente, porém preço muito pela proporção do cardápio"
103114,"Luz na cara do cliente, ficou desagradável ficar no segundo andar"
103149,"Não gosto sou evangélico"
103170,"Péssimo atendimento.."
103232,"Nao  gostei atendimento ruim pricipalmennte que vem de fora conhecer a primeira vez"
103240,"Mas ou menos"
103249,"Atendente limpando as solas do sapato com as mãos antes de servir.
Pratos típicos da franquia Completamente diferentes de qualquer outra loja da mesma franquia.
Até na hora de pagamento o atendente nem prestava atenção pro cliente e ficava de gracejos com outros atendentes."
103295,"Absurdo de caro as coisas."
103321,"Bacalhau salgado, muita oleosidade, laranja aparentemente bonita mas com gosto de estragado."
103341,"Poderia rever os preços. Esse prato de petiscos, 59,00 absurdo."
103371,"Péssima comida demora no atendimento lugar podre"
103450,"Tudo muito caro e porções minúsculas, além da demora em tudo."
103465,"Fechou mto cedo,  os funcionários começaram a recolher as mesas m, num momento no qual havia muitos clientes."
103504,"A balança ta roubando Fica dando Duplicidade nos preços  e a cumida tambem é um pouco devagar caiu muito ai depois dessa pandemia ja foi melhor ai"
103505,"Roubam no peso, sendo pratos  diferentes com mesmo valor é peso, já aconteceu com várias pessoas ,não existe coincidência ."
103540,"Vá pra outro lugar
Aqui não é muito legal"
103615,"Refeição básica dd almoço comercial"
103619,"Cardápio diversificado, porém peca na temperatura da maioria dos alimentos exposto...comida fria não é gostosa e nem segura."
103744,"Péssimo lugar!! Pior pizzaria de Manaus! Desrespeito total com a pessoa! Me fizeram esperar quase 1 hora e depois percebi que esqueceram meu pedido!
Evitem esse lugar ! Com certeza sofri preconceito pela cor da pele! Pois as pessoas brancas estavam sendo atendidas sem demora!"
103766,"Falta atenção no serviço do delivery"
103790,"Por 02 vezes tive transtornos por contestação de valor cobrado neste estabelecimento. Hoje precisei almoçar com minha família novamente neste estabelecimento, a comida de forma geral é boa, mas minha esposa exagerou na pimenta na salada. Pegamos outro prato com um pouco de salada, ao questionar que o preço do peso de menos de 1/4 de prato de salada de folhas foi praticamente o preço de um prato normal de comida, houve intransigência no atendimento e ao solicitar a presença da gerência, após algum tempo foi informado que não estava presente."
103793,"Chegamos às 20:21, pedimos pizza tradicional, pagamos e esperamos 30 minutos padrão. Depois de 50 minutos sem pizza fui ver com o responsável e ele se assustou:  simplesmente esqueceram a pizza.
Tentaram correr pra fazer nas coxas. Decidi pedir o dinheiro de volta. Fui atendido, sem absolutamente  nenhuma cerimônia, nenhum simples pedido de desculpa."
103818,"Não gostei da pizza, a massa parece uma casca seca e o recheio pode melhorar, alguns sabores sequer colocam queijo. Ainda cobram pela caixa da pizza."
103841,"Minha filha foi buscar a pizza na do Mundi, justamente pq a do Vieiralves é outro padrão.
Pediu sem molho e sem cebola, VEIO ENTUPIDA DE CEBOLA.
realmente precisa fechar."
103901,"Muito caro, pratos mal servidos, demora no atendimento e o espaço é minúsculo."
104259,"Nem chegamos a entrar porque nos disseram na porta que só tinha uma mesa vazia e já estava reservada. Estávamos meu marido eu e nosso filho de quatro anos, perguntaram se queríamos ficar lá fora. Decidimos sentar na mesa externa porém estava muito quente e uma fumaça vindo do churrasquinho do outro lado da rua. O garçom que trouxe o cardápio foi atender lá dentro e simplesmente não voltou na nossa mesa. O tempo que passamos lá esperando o Uber pra ir embora ninguém ocupou a mesa grande, poderiam muito bem terem atendido a gente lá dentro ou avisado na página deles que pode fazer reserva. Achei o atendimento horrível e não pretendo voltar..."
104318,"Muito demorado p rodízio"
104394,"Ninguém atende esse telefone não?

por gentileza colocar um telefone que pelo menos alguém atenda."
104396,"Comida fria, péssima
Batata péssima
Feijão frio
Arroz duro
A carne parece que foi lavada um monte de vezes sem gosto algum."
104398,"Tem uma boa variedade, mas na maioria das vezes esta fria, e o atendimento é horrível, poderia melhorar."
104399,"Lixo de comida"
104400,"Não merece nenhuma estrela! Comida fria, batata frita murcha e fria que parecia do dia anterior. Se eu tivesse vindo aqui nas opiniões antes, não teria nem entrado. Paguei $75,00 e devolvi toda a comida porque estava intragável. A desculpa da funcionária pela reclamação foi troca de cozinheira. Na verdade falta melhorar e muito a forma de armazenar os alimentos na linha  de servir."
104401,"Fui aí em setembro de 2021. A comida é fria, e o gosto estava um pouco estranho."
104402,"Foi uma das piores experiências . Gerente trata super mal"
104403,"A comida já não estava boa, mas a panqueca de carne moída foi impossível de comer ( gosto de carne estragada.
Preço alto para uma comida de qualidade ruim."
104404,"Horrível, o prato executivo demora muito para ser entregue e a comida ainda não vem boa!"
104405,"Horrível !!! pizza péssima. um pedaço pequeno de pudim e outro de brigadeirão deu mais de 30 reais, tirando que o atendimento foi péssimo."
104416,"Fazem a comida muito cedo e fica exposta o dia todo"
104421,"Não obtive desconto de losgista pois não estava com minha carteira de losgista mais estava com meu fardamento e meu crachá e sendo que a operadora liberou para os demais..."
104424,"Pedimos bife à cavalo (R$ 15,90), após 1 hora de demora na entrega dos pratos, nos deparamos com uma comida mal preparada, batata frita ensopada com resíduos de óleo velho, estes que causavam um gosto desagradável na mesma, carne dura e fria e o feijão com grãos duros e alguns queimados, pior que a comida foi o atendimento no local, pois as 3 atendentes quando questionadas pela demora foram mal educadas é desagradáveis, sinceramente eu e minha família não voltaremos ao estabelecimento"
104427,"Você chega no self service para se servir jura que a comida está quente e quando vai comer vem a surpresa, friiiiiia demais, terrível."
104444,"Anotam/cobram na comanda pedido q não foram feitos, cobram entrada mesmo de qm chegou antes do horário."
104468,"Péssima experiência primeira vez que fui pra nunca mais ?????????? Ainda enganaram em relação botando coisas que não pedi como cigarro que nem fumar fumo ? pra sair é horrível pior lugar que já fui não recomendo"
104479,"*AVALIAÇÃO DO GOOGLE:
Convidado para ir fazer uma experiência e  obtivemos os seguintes aspectos:
1. Lugar agradável porém não pontual. Segundo o convite as 17h, porém as 17h30 o local ainda era preparado.
2. Ao conseguir entrar no ambiente a cerveja estava gelada, porém as 20h já não havia mais opções de refrigerante e as 21h30 sem cerveja.
3. A entrada foi sem problemas, entretanto a saída foi um problema. Segundo o convite os primeiros a ingressar não pagariam couvert até às 19h (e fomos os primeiros a chegar). O couvert constava em nossa comanda, mais 10% e nenhuma promoção foi aplicada. Levaram 20min até que corrigissem todos os valores indicados em nossa comanda conforme o correto.

AVALIAÇÃO GERAL: experiência desagradável, com propaganda enganosa, e sem facilidade de resolução. Comparado à outras casas de eventos possuí um nível inferior havendo a necessidade de diversas adequações.

*Nossa nota não reflete sobre as notas dos demais usuários. Mas a nota de nossa equipe indicada para tal finalidade como referência aos demais usuários."
104481,"Umas coisas a melhorar!"
104502,"Lugar péssimo, péssima administração. Lugar com pouca estrutura para suportar a quantidade de pessoas que eles põem para dentro em época de pandemia. Problema na hora de entra, problema na hora de sair, funcionários mal educados, não vi saída de emergência. Na hora da saída ficamos presos na fila por mais de 1h nada andava. Segue a foto da fila de da aglomeração na hora de sair. Nunca mais volto"
104505,"A música é legal , mas toda vez pra sair de lá é igual um parto , meu deus , que confusão e demora . Muito chato isso"
104521,"Infelizmente  não  foi uma ótima  experiência, eu estava com vontade de conhecer o local. Porém , quando fui não foi muito agradável,  gerência ausente,  cerveja quente, falta de organização  no ato de pagar a comanda, no ato de fechar a comanda não  deixaram eu ver o extrato do que eu realmente  consumir, isso é  constragedor para nós  como cliente. E por fim, não  recomendo o local a ninguém."
104537,"O local é muito maravilhoso, não gostei da forma da interação da banda com público! Segurança tratou a gente como se estivesse incomodando a banda, aki ninguém é estrela! Estamos pra levantar o animo e não pra incomodar.. pq senão é lugar chato! Enfim..."
104595,"Tive a infelicidade de conhecer esse lugar. Eu e dois amigos pedimos uma cerveja, um drink caipifruta (morango). Senhor, além de o drinks está com o gosto muito ruim, veio com gelo em escama. É isso mesmo, gelo em escama. Pedimos um Prato de filé com calabresa, para a minha surpresa a carne não era filé e não tinha calabresa. Em resumo eu não recomendo e caso venha um dia verifique os produtos que vai comer e beber. Eu tinha vontade de conhecer pois era bem falado o lugar, mais a experiência foi horrível e traumatizante, questionei a qualidade do gelo, fui informado pela atendente que o que tinha era esse e se quisesse. Aff Maria"
104632,"Com a minha família, depois de tudo pago e todos já liberados, inclusive entrando no carro pra ir embora, foram atrás cobrar um valor excedente que com certeza era de outra mesa. Música péssima, atendimento pior ainda. Não aconselho a ninguém."
104661,"Péssimo, só não dou menos estrelas por que não tem como ! Funcionários não tem controle das comandos, seguranças não são treinados, banheiro não é higienizado, etc..."
104677,"Péssima experiência.
Tudo muito caro, atendimento lento, comida bem ruim... TODOS os petiscos eles colocam batata frita, TODOS!! Motivo é óbvio, encher o prato com coisa barata.
Pedi frango a passarinho, veio 8 coxinhas QUEIMADAS e o resto de batata frita.
Pedi contrafilé com calabresa... Estava difícil de achar as carnes no meio de tanta batata frita.
Me senti enganado! A única coisa que salvou foi a música ao vivo.
Nunca mais volto."
104679,"Péssimo atendimento. Sem respeito à ordem de chegada de clientes. Não voltarei ao local."
104688,"ATENDIMENTO PÉSSIMO."
104736,"Péssimo atendimento"
104802,"Não gostei do antedimento muito demorado,!"
104822,"Extremamente caro, em relação a qualidade que pode-se obter nos  concorrentes, tapioca extremamente seca e com muita massa e pouquíssimo recheio, decepcionante, principalmente pelo valor cobrado. Tapioca tamanho família, um péssimo negócio neste local."
104827,"Tudo bem a demora num domingo, mas o que chateou foi o pedido vir errado, e pior, a tapioca que era família veio pequena e fria, e o queijo nem tava derretido"
104828,"Caboquinho e tapioca quase sem recheio"
104829,"Ruim, sanduíche que pedi veio praticamente sem nada dentro"
104967,"No dia 01/08/2021 às 8h da manhã, eu e meus amigos fomos ao Dona Pitanga, por recomendações de uma amiga da família. Primeiro ponto, a gente ligou um dia antes e falaram que não faziam reserva e tinha uma mesa enorme reservada . Segundo ponto, o dono do estabelecimento nos tratou super mal, os clientes que chegavam 9h da manhã ficavam em cima da mesa dos cliente que estavam comendo (ISSO É UM ABSURDO)!
Terceiro ponto, os atendentes pediam autorização do dono pra atender a nossa mesa porque claramente eles queriam que a gente desse a vez para outros.
Infelizmente não recomendo!"
104968,"Pior experiência que tive em café da manhã em Manaus. Era meu aniversário e dias antes eu havia entrado em contato com o WhatsApp deles perguntando se faziam reserva para os domingos e me disseram que não. Como eu nunca tinha ido antes, decidimos arriscar cedinho (08h) tomar um café com as  pessoas do nosso grupo (10 +ou-) e foi aí que começou a péssima experiência.

Quando chegamos ao local havia uma mesa reservada para outro cliente ?. Chocada pq para mim não podia reserva e para outro sim ?

Até aí tudo bem, decidimos ficar assim mesmo já que era meu aniversário, uma data especial e num lugar novo para mim.

Chamei o dono, sr. Jorge e expliquei que estava incomodada pq eu pedi reserva e haviam dito que não era possível e que ao chegar no local havia reserva para outro cliente.

De cara fechada começou nosso atendimento que inclusive foi horrível.  Imagino que por  orientação dele, mas TODOS, absolutamente TODOS os funcionários que nos atenderam não tinham sequer um sorriso no rosto, fora a demora para chegar os pedidos, pedidos errados para nossa mesa, cobrança de valores indevidos.

Enfim, o que era pra ser um lindo café da manhã, se tornou inconveniente para nós.

Não volto e não recomendo.

Local lindo, porém atendimento péssimo e despreparado."
104969,"É a segunda vez que vou e será a última. Chegamos cedo(domingo dia 01/01)para aproveitar o aniversário da minha amiga. Começou a lotar e o dono quase nós expulsou da mesa para que outras pessoas pudessem usar, sendo que estávamos consumindo, colocaram pedidos errados na comando das colegas , quando foram pagar ainda tinha coisa que não pediram na conta. Muita demora na entrega dos pratos. Outros estabelecimentos os clientes   aguardam do lado de fora para esperar surgir um lugar  , lá os clientes que chegam tarde, só faltam sentar em cima da gente, deveria ter um controle e não forçar as pessoas sair da mesa. Se não têm capacidade pra tantos clientes, melhor reservar, agora informaram que não se reserva dia de domingo e chegamos lá tinha uma mesa gigante reservada , o stresse começou aí , aff..só estresse e não vale a pena."
105272,"Tudo no buffet frio, sem sabor. Demora pra sair  o pedido. Não recomendo."
105371,Caro...
105483,"Péssima experiência."
105517,"Bom pra comprar plantas. Pra café fica devendo. Quer ser chique demais e acaba desorganizado."
105571,"Café frio e as comidas expostas para café da manhã ressecadas. ... Muito ruim mesmo."
105599,"Boa estrutura, lanches e tapiocas regulares, nada que justifique o preço, igual ao dos concorrentes, preço das bebidas caro e bom atendimento."
105625,"Bolo duro,café fraco ..."
105832,"(Tradução do Google) Razavel

(Original)
Razuavel"
105944,"Cheguei por volta de 14:45. Estavam sem café, leite e achocolatado prontos. Itens que estavam na comanda estavam em falta. Atendimento meio lento. Tinha grande expectativa pelas fotos do instagram do espaço, mas foi meio frustante. O valor é moderado."
106009,"Péssimo atendimento e serviram arroz estragado! Não recomendo pra ninguém...."
106043,"Estacionamento e ambiente bacana. Suco, refri e água á vontade. Sobre o rodízio: faltava chegar pizza. Demorava e assim eu perdia o apetite.  Os petiscos demorava também e só é  frango e batata. A massa só tem bolonhesa e alho e óleo. Quando vinha outra era com massa meio crua. Tem que melhorar"
106090,"Local lota, demoram pra passar com pizza, atendentes mal educados.."
106116,"Atendendo péssimo, pouquíssima variedade de pizza, e para acabar de completar disseram que um forno estava com problema, passamos 2 horas pra comer 3 tipo de pizza. Lasanha, escondidinho de carne e espaguete bolonhesa estavam com gosto de queimado. Horrível."
106118,"Pizza nunca chega , pessoal não atende."
106204,"NÃO RECOMENDO.

Garçons mal educados, só tinha um que ia disposto à nossa mesa. Não fomos quase servidos, pois tinha uma mesa com mais de 30 pessoas que tudo era pra eles.

Saímos com fome.

Muito barulho.

Não iremos voltar mais"
106211,"Lugar péssimo. Atendimento péssimo. Nunca mais volto. Ódio de jogar dinheiro fora com comida ruim. ?
Fora que o próprio dono chama um funcionário pra dizer que vc está mentindo na cara dele. Ridículo e sem noção. Nunca mais volto e vou falar pra todos o quão ruim é."
106220,"Atendimento muito rápido, espaço amplo. Porém só as pizzas são boas, o restante deixem a desejar."
106231,"Não achei a pizza muito boa. Houve engarrafamento de carro na saída do estacionamento ao invés de resolver a funcionária agride verbalmente os motoristas. Brinquedoteca não é muito boa. Não recomendo. Custo benefício não compensa"
106292,"Péssimo! Os garçons passam por nós direto e nem ligam. Derrubaram leite ninho no celular da minha amiga, e não comemos direito tudo péssimo!!! Não recomendo nem um pouco."
106298,Péssimo!!!
106302,"Péssimo, ingredientes de baixa qualidade, ambiente com pouca refrigeração, garçons passam correndo com as pizzas nem dá tempo de pedir a fatia direito. 40 reais mal gasto! Não retornarei."
106307,"Rodízio muito caro pela qualidade da Pizza servida."
106319,"Pizza n é gostosa"
106326,"Pouca variedade , ambiente quente."
106330,"Atendimento de má qualidade, gerente despreparado e sem a mínima educação doméstica."
106346,"Poderiam melhorar o atendimento.
Demora muito grande para o rodízio.
Não indico"
106355,"Muita demora no atendimento. Ambiente fechado e muita gente no local. Não volto mais lá e nem indico pra ninguém."
106406,"Rodízio caro e não pizza sem recheio"
106420,"Embora barato, a qualidade da pizza podia ser melhor"
106464,"Demora muito a passar, os atendentes são muito simpáticos. A qualidade também piorou bastante"
106503,"A pizza quase não chega na mesa e quando chega só vem o mesmo sabor"
106517,"O lugar é aconchegante, mas em relação aos sabores de pizzas e massas deveriam melhorar."
106566,"Prefiro não comentar."
106575,"O rodízio devagar, pizza ruim seca, o frango a passarinho e a batata frita encharcados de óleo"
106580,"O delivery é ótimo"
106610,Péssimo
106616,"Espaço bem movimentado, porém se tiver azar como eu e cair em uma mesa mt atras, passará mais tempo esperando do que comendo. Recomendo fazer reserva antes, pois há fila de espera. Pizzas doces demoram mt pra vir e isso é um ponto negativo. Massa fina e pouco recheio, ja que é rodizio. Funcionários sao atenciosos porem a bronca da demora deve ser la onde assam as pizzas."
106621,"Péssimo atendimento, local sem estrutura pra receber uma reserva para uma grande quantidade de pessoas, um total despreparo da gerência do local que se mostrou serem completamente mal educados e não sabem ser resolutivos aos problemas. Não recomendo a ninguém e com certeza não voltarei a esse lugar."
106622,"Atendimento péssimo, muito rudes, esperando mais de 30 min por uma pizza, n comporta várias pessoas, gerente de lá muito mal educado"
106624,"Péssimo  atendimento.  Não  dão  conta  de oferecer  rodízio  para  100 pessoas  mas cresceram  o olho  e reservaram  assim mesmo!!  Salão  é  abafado  demais , eu claustrofóbica  tava passando  mal.  As pizzas  demoram  pra ir até  você , tudo."
106626,"Péssimo atendimento, equipe despreparada para atender uma quantidade elevada de clientes. Passei mais de 1h esperando me servirem, comi 2 pedaços de pizza e uma porção de macarrão (diga-se de passagem era a única massa q tinha disponível). Das pizza q comi, elas estavam frias, extremamente fina e sem recheio. Enfim, não de recomendo para ninguém. Não volto mais! Está bem longe de ser uma pizzaria de qualidade."
106628,"Lugar que não tem estrutura para quantidade maiores de pessoas e cada fatia de pizza no rodízio vale 7 reais, não importa o tamanho."
106653,"Não gostei."
106699,"Pizza ruim, cheguei pra comer e fiquei 15 min esperando me servirem a pizza chamava e os atendentes fingiam quem não me viam"
106715,"Atendimento muito ruim, poucas diversidades de pizzas.
Pizzas sem azeitonas, pouca calabresa."
106720,"Passei vergonha convidando vários amigos para comemorar aniversário. Lasanha de frango sem sabor, suco só água, a pizza demorava demais a chegar, tive que levantar várias vezes para solicitar a presença de garçons!
Uma demanda enorme para poucos funcionários!!!
Fiquei extremamente decepcionada!!"
106721,"Ótima localização e atendimento, porém a qualidade da pizza deixa a desejar, além da massa fina o recheio é péssimo, eles também oferecem salgados que são só a massa frita e oleosa, sem recheio, péssima experiência. Não volto mais!"
106734,"Fui ai no dia das criança, pessimo me arrependi, fiquei umas 30m esperando a comida, nao recomendo"
